avg_cbf_a_mean,avg_cbf_a_std,avg_cbf_alpha_mean,avg_cbf_alpha_std,avg_cbf_c_mean,avg_cbf_c_std,avg_cbf_phi_mean,avg_cbf_phi_std,avg_deflection_mean,avg_deflection_std,avg_h_mean,avg_h_min,avg_qp_active_rate,avg_u_safe_clamp_rate,checkpoint,collision_rate,collision_rate_actual,collision_rate_corridor,collision_rate_open,collision_rate_perceived_only,fall_rate,fall_rate_corridor,fall_rate_open,frac_steps_close,goal_reach_rate,goal_reach_rate_corridor,goal_reach_rate_open,infeasibility_rate,mean_dist_traveled,mean_final_displacement,mean_h,mean_min_h,mean_phi_used,mean_start_latency,mean_time_to_goal,mean_v_along_cmd,mean_v_xy,mode,n_episodes,n_episodes_corridor,n_episodes_open,name,path_efficiency,stuck_rate,stuck_rate_corridor,stuck_rate_open,timeout_rate,timeout_rate_corridor,timeout_rate_open
0.05000000074505806,0.0,3.027858075618744,1.385502189040184,-0.05000000074505806,0.0,2.062197533607483,1.7207438391447067,0.4452112710638903,0.5890733616910875,0.21336434727162124,-0.12369544845819473,0.500015625,0.023390625,logs/rsl_rl/cbf_go2_teacher_rma/2026-05-21_23-51-34/model_2499.pt,0.746268656716418,0.22388059701492538,0.8947368421052632,0.6875,0.5223880597014925,0.029850746268656716,0.0,0.041666666666666664,0.3093125,0.9552238805970149,1.0,0.9375,0.0,8.847316033359784,4.414040828818705,0.21335873828083277,-0.0246198533186272,1.9613469117879867,10.590909090909092,148.359375,0.2543292758902535,0.5146593143343925,BR,67,19,48,BR_teacher,0.5569635486984595,0.0,0.0,0.0,0.22388059701492538,0.10526315789473684,0.2708333333333333
