avg_cbf_a_mean,avg_cbf_a_std,avg_cbf_alpha_mean,avg_cbf_alpha_std,avg_cbf_c_mean,avg_cbf_c_std,avg_cbf_phi_mean,avg_cbf_phi_std,avg_deflection_mean,avg_deflection_std,avg_h_mean,avg_h_min,avg_qp_active_rate,avg_u_safe_clamp_rate,checkpoint,collision_rate,collision_rate_actual,collision_rate_corridor,collision_rate_open,collision_rate_perceived_only,fall_rate,fall_rate_corridor,fall_rate_open,frac_steps_close,goal_reach_rate,goal_reach_rate_corridor,goal_reach_rate_open,infeasibility_rate,mean_dist_traveled,mean_final_displacement,mean_h,mean_min_h,mean_phi_used,mean_start_latency,mean_time_to_goal,mean_v_along_cmd,mean_v_xy,mode,n_episodes,n_episodes_corridor,n_episodes_open,name,path_efficiency,stuck_rate,stuck_rate_corridor,stuck_rate_open,timeout_rate,timeout_rate_corridor,timeout_rate_open
0.05000000074505806,0.0,3.554928716659546,1.2710044310688973,-0.10000000149011612,0.0,2.160248099923134,1.5416983481645583,0.5387388792203274,0.7118300413982943,0.17756092067062854,-0.13785005861520766,0.480625,0.06865625,/home/chrisliang/Desktop/safety-go2/IsaacLab/logs/rsl_rl/cbf_go2_teacher_rma/2026-05-20_18-25-01/model_2499.pt,0.8939393939393939,0.19696969696969696,0.9696969696969697,0.8181818181818182,0.696969696969697,0.045454545454545456,0.030303030303030304,0.06060606060606061,0.42490625,0.9242424242424242,0.9696969696969697,0.8787878787878788,0.0,9.26214166888685,4.4246539645122756,0.17758418207615614,-0.041870980551748566,2.160248099923134,12.0,121.8360655737705,0.25916908349960677,0.5222111403048039,BR,66,33,33,BR_teacher,0.5150444087089378,0.0,0.0,0.0,0.06060606060606061,0.0,0.12121212121212122
