alpha,avg_cbf_a_mean,avg_cbf_a_std,avg_cbf_alpha_mean,avg_cbf_alpha_std,avg_cbf_c_mean,avg_cbf_c_std,avg_cbf_phi_mean,avg_cbf_phi_std,avg_deflection_mean,avg_deflection_std,avg_h_mean,avg_h_min,avg_qp_active_rate,avg_u_safe_clamp_rate,checkpoint,collision_rate,epsilon0,fall_rate,frac_steps_close,goal_reach_rate,infeasibility_rate,lambda,mean_dist_traveled,mean_final_displacement,mean_h,mean_min_h,mean_phi_used,mean_start_latency,mean_time_to_goal,mean_v_along_cmd,mean_v_xy,mode,n_episodes,name,path_efficiency,phi,stuck_rate,timeout_rate
0.5,0.0,0.0,0.4999999701976776,0.0,0.0,0.0,0.004999935626983643,0.0,0.19899818438061628,0.2782724025344942,0.3480893663764,0.027064797103404998,0.4504375,0.0,,0.0,,0.29411764705882354,0.07034375,0.7941176470588235,0.0,,5.669211091802401,3.240041007890421,0.3480833646059036,0.17705416241112878,0.004999935626983643,12.35820895522388,156.92592592592592,0.13735396040050546,0.36015782751888037,B0,68,B0_α=0.50,0.6980165907581745,,0.1323529411764706,0.7058823529411765
2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.004999935626983643,0.0,0.13399079784704374,0.24535530202928932,0.3340057497918606,0.018173989951610566,0.31121875,0.0,,0.0,,0.29411764705882354,0.14671875,0.75,0.0,,5.551188547821606,3.1987991397652555,0.333916256904602,0.14599118688527277,0.004999935626983643,20.075757575757574,168.0392156862745,0.13853713997013056,0.367577874135226,B0,68,B0_α=2.00,0.6564481443219488,,0.20588235294117646,0.7058823529411765
4.0,0.0,0.0,3.999999761581421,0.0,0.0,0.0,0.004999935626983643,0.0,0.04501163887331495,0.1340240751770325,0.27178630800545217,0.024017983198165893,0.154078125,0.0,,0.0,,0.4647887323943662,0.10503125,0.8732394366197183,0.0,,5.571746841282912,3.278366203039465,0.2716927730590105,0.07495316821084895,0.004999935626983643,11.098591549295774,162.3548387096774,0.1841273015947081,0.41164414877817035,B0,71,B0_α=4.00,0.6781586034871879,,0.056338028169014086,0.5352112676056338
0.5,0.0,0.0,0.4999999701976776,0.0,0.0,0.0,0.4999999701976776,0.0,0.2555488759839209,0.3087640238543972,0.29709742763638497,0.03347037601470947,0.53278125,0.0,,0.0,,0.2647058823529412,0.05359375,0.8088235294117647,0.0,,5.330579972442458,2.889238728758167,0.29693629072606564,0.14158078589860132,0.4999999701976776,10.772727272727273,202.74545454545455,0.13925449197134004,0.31968891133368016,B1,68,B1_α=0.50_φ=0.50,0.622529083402338,0.5,0.16176470588235295,0.7352941176470589
0.5,0.0,0.0,0.4999999701976776,0.0,0.0,0.0,2.0,0.0,0.5092873937599361,0.41410474112816154,0.39758544877171514,0.026818368196487426,0.733,0.0,,0.0,,0.3283582089552239,0.0368125,0.7761194029850746,0.0,,5.445587853887188,3.0878370333073746,0.39748691084980964,0.2117075804454177,2.0,19.545454545454547,226.6346153846154,0.15716521206387551,0.3483986654803157,B1,67,B1_α=0.50_φ=2.00,0.6206285165705979,2.0,0.11940298507462686,0.6716417910447762
2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4999999701976776,0.0,0.20065686004734015,0.2985960337247234,0.2577827117741108,0.023260082602500915,0.388609375,0.0,,0.0,,0.37681159420289856,0.0939375,0.7971014492753623,0.0,,5.391466365344282,2.9711881487265877,0.25762204329669475,0.10539110933524976,0.4999999701976776,10.985507246376812,178.6727272727273,0.13599467203393578,0.3769157113023102,B1,69,B1_α=2.00_φ=0.50,0.6546987517985751,0.5,0.11594202898550725,0.6231884057971014
2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.3234382159141787,0.4209262272286869,0.34061045295000075,0.019943284809589387,0.47303125,0.0,,0.0,,0.4,0.06459375,0.8142857142857143,0.0,,6.1281362350497925,3.4318893688065666,0.340494679659605,0.1552526729447501,2.0,11.571428571428571,144.19298245614036,0.1584429200880695,0.41764705803990365,B1,70,B1_α=2.00_φ=2.00,0.6367697506065003,2.0,0.02857142857142857,0.6
4.0,0.0,0.0,3.999999761581421,0.0,0.0,0.0,0.4999999701976776,0.0,0.1400675125779817,0.25301273123640566,0.2528011178970337,0.02465158212184906,0.345078125,0.0,,0.0,,0.3076923076923077,0.121640625,0.7538461538461538,0.0,,5.49984007707009,3.239637067799385,0.25261115714907645,0.16091834215017464,0.4999999701976776,12.14516129032258,139.3673469387755,0.16690197383298072,0.33735233820602295,B1,65,B1_α=4.00_φ=0.50,0.6503771263663817,0.5,0.15384615384615385,0.6923076923076923
4.0,0.0,0.0,3.999999761581421,0.0,0.0,0.0,2.0,0.0,0.26165863528614863,0.36990918089449404,0.3018484127372503,0.02858679562807083,0.4144375,0.0,,0.0,,0.43243243243243246,0.065875,0.9054054054054054,0.0,,5.552647321208103,3.2307786871049857,0.30179819256067275,0.13501770431930954,2.0,11.430555555555555,152.044776119403,0.178710250906297,0.4023559385016561,B1,74,B1_α=4.00_φ=2.00,0.6612132558462888,2.0,0.13513513513513514,0.5675675675675675
0.5,0.0,0.0,0.4999999701976776,0.0,0.0,0.0,1.0846918687820435,0.17611096873879434,0.4114129641203908,0.406481807655422,0.32924202582240103,0.033842806100845335,0.6500625,0.0,,0.0,0.5,0.3484848484848485,0.037765625,0.803030303030303,0.0,1.0,5.7500389087380785,3.474987316029993,0.3291067062914371,0.1478913299965136,1.4819435752630234,10.90625,188.35849056603774,0.1677458198014647,0.35803016351535916,B2,66,B2_α=0.50_ε₀=0.50_λ=1.00,0.6422454454660216,,0.15151515151515152,0.6515151515151515
