avg_cbf_a_mean,avg_cbf_a_std,avg_cbf_alpha_mean,avg_cbf_alpha_std,avg_cbf_c_mean,avg_cbf_c_std,avg_cbf_phi_mean,avg_cbf_phi_std,avg_deflection_mean,avg_deflection_std,avg_h_mean,avg_h_min,avg_qp_active_rate,avg_u_safe_clamp_rate,checkpoint,collision_rate,collision_rate_actual,collision_rate_corridor,collision_rate_open,collision_rate_perceived_only,fall_rate,fall_rate_corridor,fall_rate_open,frac_steps_close,goal_reach_rate,goal_reach_rate_corridor,goal_reach_rate_open,infeasibility_rate,mean_dist_traveled,mean_final_displacement,mean_h,mean_min_h,mean_phi_used,mean_start_latency,mean_time_to_goal,mean_v_along_cmd,mean_v_xy,mode,n_episodes,n_episodes_corridor,n_episodes_open,name,path_efficiency,stuck_rate,stuck_rate_corridor,stuck_rate_open,timeout_rate,timeout_rate_corridor,timeout_rate_open
0.05000000074505806,0.0,2.256127251625061,0.6837666031420231,-0.10000000149011612,0.0,2.167512230873108,1.6176916468143463,0.48417354448407424,0.6668064598552883,0.26874308501183986,-0.10729613143205642,0.462234375,0.057578125,/home/chrisliang/Desktop/safety-go2/IsaacLab/logs/rsl_rl/cbf_go2_teacher_rma/2026-05-20_18-25-01/model_2499.pt,0.7,0.2857142857142857,0.6829268292682927,0.7241379310344828,0.4142857142857143,0.05714285714285714,0.07317073170731707,0.034482758620689655,0.325125,0.9,0.926829268292683,0.8620689655172413,0.0,7.345356832657542,3.4555030576884747,0.2686601842790842,0.06826920679637365,2.167512230873108,29.65714285714286,165.85714285714286,0.2069000271731991,0.4718819206096232,BR,70,41,29,BR_teacher,0.525463609693024,0.02857142857142857,0.0,0.06896551724137931,0.24285714285714285,0.24390243902439024,0.2413793103448276
